Referees,Date and Time,Home Team,Away Team,Pitch Length
"{'first_name': 'Gianluca', 'referee_role': 0, 'start_time': '00:00:00', 'trackable_object': 11180, 'last_name': 'Rocchi', 'end_time': None, 'replaced_by': None, 'id': 16}",2019-10-06T18:45:00Z,"{'acronym': 'INT', 'id': 145, 'short_name': 'Inter', 'name': 'Inter Milan'}","{'acronym': 'JUV', 'id': 139, 'short_name': 'Juventus', 'name': 'Juventus'}",105
